produto,ano,fonte,unidade_padrao,preco_mediano,preco_medio,preco_min,preco_max,n_registros,ratio_max_min
pendrive,2023,municipal,unidade,24.0,28.44,20.06,57.15,39,2.8
pendrive,2024,estadual,unidade,39.87,39.38,25.94,48.43,6,1.9
pendrive,2024,federal,unidade,26.11,33.93,21.52,60.0,10,2.8
pendrive,2024,municipal,unidade,32.0,29.46,18.0,59.07,38,3.3
pendrive,2025,federal,unidade,32.56,32.53,19.27,52.12,11,2.7
pendrive,2025,municipal,unidade,28.6,40.16,20.25,130.0,18,6.4
pendrive,2026,municipal,unidade,36.12,31.61,23.0,37.4,7,1.6
pepino,2019,municipal,kg,2.39,2.39,2.39,2.39,2,1.0
pepino,2020,municipal,kg,3.0,2.69,2.08,3.0,3,1.4
pepino,2021,municipal,kg,3.49,3.49,3.46,3.52,4,1.0
pepino,2022,municipal,kg,4.7,4.02,3.0,4.93,13,1.6
pepino,2023,municipal,kg,3.74,4.28,3.0,5.86,57,2.0
pepino,2024,federal,kg,4.9,4.48,3.2,5.15,10,1.6
pepino,2024,municipal,kg,3.95,4.01,2.2,6.21,50,2.8
pepino,2025,federal,kg,4.28,4.14,1.99,6.53,12,3.3
pepino,2025,municipal,kg,3.9,3.97,2.2,6.21,43,2.8
pepino,2026,municipal,kg,2.45,3.46,1.9,5.66,15,3.0
pilha,2019,estadual,unidade,3.18,3.68,2.58,9.01,10,3.5
pilha,2020,estadual,unidade,7.15,6.41,2.5,12.59,17,5.0
pilha,2020,municipal,unidade,1.57,2.69,1.31,5.18,3,4.0
pilha,2021,estadual,unidade,4.47,5.61,3.02,14.59,9,4.8
pilha,2021,municipal,unidade,2.28,3.84,2.0,7.25,3,3.6
pilha,2022,estadual,unidade,5.7,5.35,3.49,6.9,13,2.0
pilha,2022,municipal,unidade,3.5,4.32,2.05,14.0,84,6.8
pilha,2023,estadual,unidade,11.02,10.17,5.55,13.3,9,2.4
pilha,2023,municipal,unidade,3.19,3.48,1.25,12.44,130,10.0
pilha,2024,estadual,unidade,9.68,10.48,5.0,16.52,6,3.3
pilha,2024,municipal,unidade,2.93,7.15,1.23,14.89,151,12.1
pilha,2025,municipal,unidade,2.43,2.84,1.32,8.99,60,6.8
pilha,2026,federal,unidade,0.86,0.86,0.82,0.9,2,1.1
pilha,2026,municipal,unidade,2.13,3.01,1.52,9.88,30,6.5
pimentao,2019,municipal,kg,3.89,3.89,3.89,3.89,2,1.0
pimentao,2020,municipal,kg,4.8,4.53,3.99,4.8,3,1.2
pimentao,2021,municipal,kg,5.18,5.18,5.02,5.34,4,1.1
pimentao,2022,municipal,kg,5.84,6.27,3.0,9.4,28,3.1
pimentao,2023,municipal,kg,6.33,7.94,2.85,12.77,36,4.5
pimentao,2024,federal,kg,6.9,7.29,5.9,9.9,13,1.7
pimentao,2024,municipal,kg,5.0,5.44,3.8,8.6,39,2.3
pimentao,2025,federal,kg,8.56,10.13,4.5,16.73,20,3.7
pimentao,2025,municipal,kg,5.0,5.22,3.5,8.0,21,2.3
pimentao,2026,municipal,kg,2.68,3.91,2.68,8.1,19,3.0
pincel_quadro,2019,estadual,unidade,3.5,4.24,1.9,7.18,34,3.8
pincel_quadro,2019,federal,unidade,11.39,9.0,1.81,11.39,4,6.3
pincel_quadro,2020,estadual,unidade,3.9,4.2,1.5,7.85,27,5.2
pincel_quadro,2020,federal,unidade,1.32,1.48,1.2,2.1,4,1.8
pincel_quadro,2020,municipal,unidade,3.23,3.01,1.64,4.03,13,2.5
pincel_quadro,2021,estadual,unidade,3.75,4.73,2.65,12.0,33,4.5
pincel_quadro,2021,federal,unidade,3.76,3.47,1.76,4.5,9,2.6
pincel_quadro,2021,municipal,unidade,3.45,3.27,1.95,4.43,16,2.3
pincel_quadro,2022,estadual,unidade,5.99,5.81,1.81,8.85,55,4.9
pincel_quadro,2022,federal,unidade,1.54,1.64,1.54,1.85,3,1.2
pincel_quadro,2022,municipal,unidade,1.96,2.53,1.42,5.21,94,3.7
pincel_quadro,2023,estadual,unidade,4.25,5.23,1.81,9.56,29,5.3
pincel_quadro,2023,municipal,unidade,1.69,1.89,1.04,4.6,257,4.4
pincel_quadro,2024,estadual,unidade,2.93,4.05,1.75,10.56,24,6.0
pincel_quadro,2024,municipal,unidade,1.49,4.88,1.28,14.93,195,11.7
pincel_quadro,2025,estadual,unidade,4.7,4.42,1.18,6.77,13,5.7
pincel_quadro,2025,federal,unidade,4.99,4.92,1.34,7.1,11,5.3
pincel_quadro,2025,municipal,unidade,1.54,4.0,1.28,15.44,132,12.1
pincel_quadro,2026,federal,unidade,2.66,3.0,1.34,5.0,3,3.7
pincel_quadro,2026,municipal,unidade,2.27,2.85,1.16,8.08,48,7.0
pneu,2019,estadual,unidade,318.15,317.57,143.9,539.0,18,3.7
pneu,2019,federal,unidade,360.0,478.12,229.0,983.71,15,4.3
pneu,2020,estadual,unidade,499.0,554.17,155.0,1249.78,49,8.1
pneu,2020,federal,unidade,286.06,371.96,109.88,769.0,8,7.0
pneu,2020,municipal,unidade,134.45,555.09,134.45,1448.0,7,10.8
pneu,2021,estadual,unidade,831.11,850.74,332.73,1757.57,59,5.3
pneu,2021,federal,unidade,635.0,793.31,121.0,2046.0,20,16.9
pneu,2021,municipal,unidade,1082.33,1171.54,174.53,2257.75,6,12.9
pneu,2022,estadual,unidade,829.7,772.53,250.0,1813.33,16,7.3
pneu,2022,federal,unidade,525.0,528.75,106.0,959.0,4,9.0
pneu,2022,municipal,unidade,489.0,713.57,104.0,2063.0,77,19.8
pneu,2023,estadual,unidade,962.54,1049.26,258.15,2500.0,40,9.7
pneu,2023,municipal,unidade,429.0,642.69,146.0,2000.0,485,13.7
pneu,2024,estadual,unidade,1076.3,1024.62,412.68,1550.0,20,3.8
pneu,2024,federal,unidade,416.0,359.85,202.23,461.33,3,2.3
pneu,2024,municipal,unidade,402.97,556.08,115.43,2000.0,383,17.3
pneu,2025,estadual,unidade,1190.0,1189.73,640.0,1838.67,5,2.9
pneu,2025,federal,unidade,370.0,418.38,161.69,814.14,17,5.0
pneu,2025,municipal,unidade,400.0,555.73,109.0,1790.0,91,16.4
pneu,2026,federal,unidade,479.99,455.68,410.0,498.41,5,1.2
pneu,2026,municipal,unidade,235.0,307.13,107.9,1274.0,92,11.8
polpa_fruta,2019,federal,kg,8.37,8.56,8.23,9.08,3,1.1
polpa_fruta,2019,municipal,kg,10.0,10.65,7.03,18.0,32,2.6
polpa_fruta,2020,federal,kg,10.84,10.84,10.0,11.68,2,1.2
polpa_fruta,2020,municipal,kg,6.49,7.83,5.52,10.78,15,2.0
polpa_fruta,2021,federal,kg,8.46,8.96,8.0,11.09,6,1.4
polpa_fruta,2021,municipal,kg,9.6,10.54,7.13,14.88,43,2.1
polpa_fruta,2022,federal,kg,13.0,14.28,8.5,22.63,4,2.7
polpa_fruta,2022,municipal,kg,11.39,11.56,6.89,19.44,114,2.8
polpa_fruta,2023,municipal,kg,11.11,12.23,6.96,21.88,251,3.1
polpa_fruta,2024,federal,kg,17.95,14.86,9.2,19.95,5,2.2
polpa_fruta,2024,municipal,kg,10.5,12.14,6.36,22.58,224,3.6
polpa_fruta,2025,federal,kg,24.5,19.16,9.9,27.0,5,2.7
polpa_fruta,2025,municipal,kg,10.0,11.89,6.5,22.58,119,3.5
polpa_fruta,2026,municipal,kg,8.0,10.82,6.99,21.59,73,3.1
prednisolona,2019,estadual,unidade,5.04,7.75,4.07,14.15,3,3.5
prednisolona,2019,federal,unidade,4.89,4.89,4.89,4.89,2,1.0
prednisolona,2020,estadual,unidade,4.44,6.27,3.18,16.74,8,5.3
prednisolona,2020,federal,unidade,0.7,2.23,0.7,5.3,3,7.6
prednisolona,2020,municipal,unidade,3.07,3.68,3.07,4.91,3,1.6
prednisolona,2021,estadual,unidade,5.51,9.19,3.73,22.0,4,5.9
prednisolona,2021,municipal,unidade,3.28,4.29,3.11,6.3,7,2.0
prednisolona,2022,estadual,unidade,6.74,10.15,3.78,23.34,4,6.2
prednisolona,2022,municipal,unidade,4.62,4.73,3.94,6.3,7,1.6
prednisolona,2023,estadual,unidade,4.46,4.46,4.31,4.62,2,1.1
prednisolona,2023,municipal,unidade,3.66,3.95,3.66,4.5,30,1.2
prednisolona,2024,estadual,unidade,4.66,4.55,4.22,4.66,4,1.1
prednisolona,2024,municipal,unidade,4.25,4.3,4.0,4.49,27,1.1
prednisolona,2025,estadual,unidade,3.98,3.98,3.76,4.2,2,1.1
prednisolona,2025,federal,unidade,3.4,3.25,0.65,5.55,4,8.5
prednisolona,2025,municipal,unidade,3.98,3.94,2.54,5.09,30,2.0
prednisolona,2026,municipal,unidade,3.45,2.84,0.29,5.25,13,18.1
prednisona,2019,estadual,unidade,0.3,0.61,0.12,1.81,7,14.5
prednisona,2019,federal,unidade,0.16,0.16,0.1,0.21,4,2.1
prednisona,2019,municipal,unidade,0.09,0.12,0.08,0.2,3,2.4
prednisona,2020,estadual,unidade,0.21,0.3,0.08,1.21,20,15.9
prednisona,2020,federal,unidade,0.18,0.18,0.14,0.22,3,1.6
prednisona,2020,municipal,unidade,0.12,0.12,0.07,0.19,9,2.6
prednisona,2021,estadual,unidade,0.24,0.36,0.08,1.05,6,12.5
prednisona,2021,federal,unidade,0.16,0.16,0.14,0.18,2,1.3
prednisona,2021,municipal,unidade,0.15,0.14,0.07,0.25,16,3.6
prednisona,2022,estadual,unidade,0.26,0.36,0.13,0.82,13,6.5
prednisona,2022,federal,unidade,0.16,0.14,0.06,0.21,3,3.2
prednisona,2022,municipal,unidade,0.14,0.11,0.06,0.16,13,2.8
prednisona,2023,estadual,unidade,0.09,0.11,0.08,0.17,5,2.3
prednisona,2023,municipal,unidade,0.07,0.1,0.06,0.17,54,2.9
prednisona,2024,estadual,unidade,0.11,0.11,0.06,0.15,8,2.4
prednisona,2024,municipal,unidade,0.14,0.11,0.06,0.17,63,3.0
prednisona,2025,estadual,unidade,0.17,0.19,0.06,0.36,4,5.8
prednisona,2025,federal,unidade,0.13,0.13,0.11,0.15,2,1.3
prednisona,2025,municipal,unidade,0.12,0.1,0.05,0.17,45,3.1
prednisona,2026,municipal,unidade,0.12,0.11,0.06,0.16,17,2.9
propranolol,2019,estadual,unidade,0.08,0.07,0.04,0.1,4,2.7
propranolol,2019,federal,unidade,0.06,0.05,0.04,0.06,3,1.5
propranolol,2020,estadual,unidade,0.12,0.12,0.05,0.16,6,3.0
propranolol,2021,estadual,unidade,0.06,0.07,0.06,0.09,3,1.6
propranolol,2021,municipal,unidade,0.04,0.04,0.04,0.05,2,1.3
propranolol,2022,estadual,unidade,0.13,0.13,0.05,0.22,2,4.5
propranolol,2022,federal,unidade,0.1,0.1,0.07,0.13,2,1.9
propranolol,2022,municipal,unidade,0.03,0.03,0.03,0.04,11,1.4
propranolol,2023,estadual,unidade,0.04,0.06,0.04,0.13,4,3.5
propranolol,2023,municipal,unidade,0.03,0.03,0.03,0.04,18,1.4
propranolol,2024,estadual,unidade,0.14,0.15,0.04,0.2,9,5.1
propranolol,2024,municipal,unidade,0.03,0.03,0.03,0.03,15,1.3
propranolol,2025,municipal,unidade,0.03,0.03,0.03,0.03,17,1.1
propranolol,2026,municipal,unidade,0.04,0.04,0.03,0.04,6,1.1
queijo,2022,municipal,kg,35.19,36.63,35.19,42.4,15,1.2
queijo,2023,municipal,kg,44.8,43.81,32.88,59.9,21,1.8
queijo,2024,municipal,kg,39.8,36.0,29.26,40.0,14,1.4
queijo,2025,municipal,kg,43.58,49.51,39.8,63.36,12,1.6
queijo,2026,municipal,kg,40.89,40.9,40.39,41.4,4,1.0
ranitidina,2019,estadual,unidade,0.47,1.52,0.1,4.65,9,47.2
ranitidina,2019,federal,unidade,1.62,2.2,0.48,4.5,6,9.4
ranitidina,2019,municipal,unidade,0.1,0.1,0.1,0.1,2,1.0
ranitidina,2020,estadual,unidade,1.34,2.03,0.15,5.26,16,34.4
ranitidina,2020,municipal,unidade,0.49,1.45,0.23,3.63,3,15.6
ranitidina,2021,estadual,unidade,1.87,1.81,1.31,2.27,3,1.7
repolho,2019,municipal,kg,2.13,2.13,1.88,2.39,4,1.3
repolho,2020,municipal,kg,2.53,2.55,1.8,3.14,6,1.7
repolho,2021,municipal,kg,2.83,3.02,2.38,4.26,12,1.8
repolho,2022,municipal,kg,2.89,3.31,2.5,5.3,33,2.1
repolho,2023,municipal,kg,3.49,3.27,1.0,4.68,126,4.7
repolho,2024,federal,kg,4.08,4.16,3.49,4.8,19,1.4
repolho,2024,municipal,kg,3.37,3.28,2.02,4.95,109,2.5
repolho,2025,federal,kg,4.8,4.72,2.14,6.53,20,3.1
repolho,2025,municipal,kg,3.44,3.3,1.69,4.5,78,2.7
repolho,2026,municipal,kg,4.2,3.56,1.69,5.35,31,3.2
requeijao,2020,federal,kg,28.85,33.19,16.0,54.72,3,3.4
requeijao,2020,municipal,kg,21.5,21.5,18.9,24.1,2,1.3
requeijao,2021,municipal,kg,28.07,27.71,21.97,33.1,3,1.5
requeijao,2022,municipal,kg,34.85,32.07,23.7,38.6,16,1.6
requeijao,2023,municipal,kg,32.67,32.8,17.78,39.8,90,2.2
requeijao,2024,federal,kg,12.35,12.35,10.7,14.0,2,1.3
requeijao,2024,municipal,kg,32.67,31.3,24.75,36.25,27,1.5
requeijao,2025,federal,kg,25.0,25.86,11.35,42.09,4,3.7
requeijao,2025,municipal,kg,31.29,29.8,22.22,38.0,11,1.7
requeijao,2026,municipal,kg,33.17,31.48,22.22,39.05,6,1.8
risperidona,2019,estadual,unidade,0.39,1.42,0.1,7.76,13,74.8
risperidona,2020,estadual,unidade,0.38,0.74,0.14,2.62,18,18.7
risperidona,2020,municipal,unidade,0.36,0.4,0.1,0.99,6,9.5
risperidona,2021,estadual,unidade,0.16,0.29,0.1,1.19,17,11.4
risperidona,2021,municipal,unidade,0.14,0.2,0.12,0.44,5,3.5
risperidona,2022,estadual,unidade,0.14,0.78,0.09,5.86,21,64.4
risperidona,2022,municipal,unidade,0.09,0.1,0.08,0.13,11,1.6
risperidona,2023,estadual,unidade,0.11,0.13,0.09,0.23,5,2.5
risperidona,2023,municipal,unidade,0.09,0.45,0.07,5.6,45,78.7
risperidona,2024,estadual,unidade,0.1,0.12,0.09,0.22,10,2.5
risperidona,2024,municipal,unidade,0.09,1.51,0.08,7.43,48,94.1
risperidona,2025,estadual,unidade,0.1,0.1,0.09,0.11,3,1.2
risperidona,2025,municipal,unidade,0.08,0.66,0.08,5.0,51,64.1
risperidona,2026,municipal,unidade,0.08,0.74,0.08,5.0,15,64.9
rodo,2022,municipal,unidade,23.37,21.68,6.21,26.31,29,4.2
rodo,2023,municipal,unidade,19.0,17.0,5.99,33.62,41,5.6
rodo,2024,municipal,unidade,23.6,18.72,3.94,28.0,103,7.1
rodo,2025,municipal,unidade,20.7,18.51,7.14,29.19,53,4.1
rodo,2026,municipal,unidade,7.21,7.66,6.5,9.9,8,1.5
rosquinha,2020,municipal,kg,11.02,11.02,6.84,15.2,4,2.2
rosquinha,2023,municipal,kg,24.5,24.5,16.0,33.0,6,2.1
rosquinha,2025,municipal,kg,39.9,39.1,37.5,39.9,3,1.1
sabao_barra,2019,estadual,kg,5.0,14.51,4.79,33.75,3,7.0
sabao_barra,2019,municipal,kg,5.2,5.2,5.2,5.2,8,1.0
sabao_barra,2020,estadual,kg,27.6,27.2,26.15,27.85,3,1.1
sabao_barra,2021,municipal,kg,9.95,9.44,7.4,9.95,10,1.3
sabao_barra,2022,municipal,kg,12.82,16.46,8.0,30.0,22,3.8
sabao_barra,2023,municipal,kg,8.4,14.33,7.7,34.75,41,4.5
sabao_barra,2024,municipal,kg,9.86,15.66,7.05,29.9,54,4.2
sabao_barra,2025,municipal,kg,9.86,15.13,5.82,29.9,33,5.1
sabao_barra,2026,municipal,kg,11.5,18.78,6.65,35.0,23,5.3
sabao_po,2019,estadual,kg,7.48,7.23,6.0,8.22,3,1.4
sabao_po,2019,municipal,kg,3.7,3.7,3.7,3.7,10,1.0
sabao_po,2020,estadual,kg,4.87,5.51,4.33,7.98,4,1.8
sabao_po,2021,municipal,kg,7.18,6.99,5.91,7.18,14,1.2
sabao_po,2022,estadual,kg,10.37,9.57,6.4,10.98,5,1.7
sabao_po,2022,municipal,kg,4.72,4.59,3.1,6.81,34,2.2
sabao_po,2023,estadual,kg,14.88,18.9,13.83,32.0,4,2.3
sabao_po,2023,municipal,kg,3.14,4.24,3.1,9.0,155,2.9
sabao_po,2024,estadual,kg,14.88,14.88,9.94,19.82,2,2.0
sabao_po,2024,municipal,kg,6.0,6.23,3.1,15.22,93,4.9
sabao_po,2025,federal,kg,6.0,5.98,5.9,6.05,3,1.0
sabao_po,2025,municipal,kg,3.8,5.31,3.29,15.0,64,4.6
sabao_po,2026,municipal,kg,4.2,4.66,3.29,6.56,24,2.0
sabonete,2019,estadual,unidade,7.5,7.01,0.78,13.05,27,16.7
sabonete,2019,federal,unidade,5.0,5.74,0.98,12.29,11,12.5
sabonete,2020,estadual,unidade,11.13,10.94,5.72,14.98,23,2.6
sabonete,2020,federal,unidade,7.56,7.56,1.13,14.0,2,12.4
sabonete,2020,municipal,unidade,0.98,2.67,0.98,6.04,3,6.2
sabonete,2021,estadual,unidade,8.0,7.94,1.5,13.0,23,8.7
sabonete,2021,federal,unidade,6.5,6.5,0.87,14.0,13,16.1
sabonete,2021,municipal,unidade,12.03,9.84,1.19,13.47,9,11.3
sabonete,2022,estadual,unidade,12.0,10.71,2.34,14.9,25,6.4
sabonete,2022,federal,unidade,4.85,5.37,1.2,13.17,17,11.0
sabonete,2022,municipal,unidade,9.62,8.34,1.26,13.8,100,11.0
sabonete,2023,estadual,unidade,6.3,6.9,0.54,12.9,11,23.9
sabonete,2023,municipal,unidade,5.0,5.65,1.4,10.96,247,7.8
sabonete,2024,estadual,unidade,13.89,13.41,11.74,14.52,7,1.2
sabonete,2024,federal,unidade,10.82,9.82,3.62,14.01,4,3.9
sabonete,2024,municipal,unidade,7.7,7.48,1.11,15.0,121,13.5
sabonete,2025,estadual,unidade,9.53,7.72,1.52,10.31,4,6.8
sabonete,2025,federal,unidade,4.36,5.01,1.2,10.74,8,9.0
sabonete,2025,municipal,unidade,6.4,6.43,1.46,13.5,209,9.2
sabonete,2026,federal,unidade,6.7,6.7,6.7,6.7,2,1.0
sabonete,2026,municipal,unidade,5.61,5.76,1.43,14.6,33,10.2
saco_lixo,2019,estadual,unidade,0.45,0.5,0.45,0.59,3,1.3
saco_lixo,2020,municipal,unidade,0.93,0.93,0.93,0.93,2,1.0
saco_lixo,2022,municipal,unidade,0.19,0.23,0.1,0.5,185,5.0
saco_lixo,2023,municipal,unidade,2.97,2.17,0.14,3.56,63,25.4
saco_lixo,2024,municipal,unidade,0.5,0.48,0.22,1.5,608,6.8
saco_lixo,2025,municipal,unidade,1.5,1.0,0.15,1.75,29,11.7
saco_lixo,2026,municipal,unidade,0.25,0.26,0.11,0.94,392,8.5
sal,2020,municipal,kg,1.21,1.2,1.0,1.37,8,1.4
sal,2021,municipal,kg,1.15,1.28,1.15,1.45,7,1.3
sal,2022,municipal,kg,0.93,1.15,0.83,1.78,28,2.1
sal,2023,municipal,kg,1.28,1.41,1.07,2.0,89,1.9
sal,2024,municipal,kg,1.24,1.62,1.08,3.23,80,3.0
sal,2025,municipal,kg,1.17,1.48,1.0,3.23,60,3.2
sal,2026,municipal,kg,1.05,1.16,1.0,1.44,19,1.4
salbutamol,2019,estadual,unidade,7.82,11.78,1.61,28.0,13,17.4
salbutamol,2019,municipal,unidade,1.62,1.68,1.48,2.01,4,1.4
salbutamol,2020,estadual,unidade,3.17,6.58,1.61,19.92,27,12.4
salbutamol,2020,federal,unidade,4.58,4.58,2.0,7.15,2,3.6
salbutamol,2020,municipal,unidade,3.98,4.51,1.72,8.66,14,5.0
salbutamol,2021,estadual,unidade,2.48,6.16,1.58,18.85,34,11.9
salbutamol,2021,federal,unidade,4.46,4.46,1.33,7.6,2,5.7
salbutamol,2021,municipal,unidade,2.1,4.04,1.61,9.99,15,6.2
salbutamol,2022,estadual,unidade,11.05,12.86,2.08,21.4,10,10.3
salbutamol,2022,municipal,unidade,8.23,6.34,1.48,8.99,12,6.1
salbutamol,2023,estadual,unidade,4.8,6.17,1.27,14.62,19,11.5
salbutamol,2023,municipal,unidade,8.49,8.73,2.9,12.8,40,4.4
salbutamol,2024,estadual,unidade,12.68,13.32,9.76,20.39,10,2.1
salbutamol,2024,federal,unidade,14.45,14.45,11.4,17.5,2,1.5
salbutamol,2024,municipal,unidade,11.99,12.65,9.72,16.78,35,1.7
salbutamol,2025,estadual,unidade,11.11,11.11,10.93,11.28,2,1.0
salbutamol,2025,municipal,unidade,10.68,11.2,9.32,13.2,49,1.4
salbutamol,2026,municipal,unidade,9.4,9.58,9.27,10.68,6,1.2
salsicha,2022,municipal,kg,10.8,12.75,10.28,19.7,10,1.9
salsicha,2023,municipal,kg,12.8,13.42,9.4,19.7,10,2.1
salsicha,2024,federal,kg,9.99,10.21,9.98,10.66,3,1.1
salsicha,2024,municipal,kg,11.35,15.61,8.49,27.0,14,3.2
salsicha,2025,federal,kg,11.35,11.82,9.5,14.15,7,1.5
salsicha,2025,municipal,kg,12.5,14.48,10.9,19.0,5,1.7
salsicha,2026,municipal,kg,9.45,9.45,9.45,9.45,2,1.0
sardinha,2020,municipal,lata,4.41,4.41,4.41,4.41,2,1.0
sardinha,2021,municipal,lata,7.12,7.12,4.76,9.48,2,2.0
sardinha,2022,municipal,lata,8.1,7.62,6.09,8.1,9,1.3
sardinha,2023,municipal,lata,6.72,6.76,4.41,9.85,34,2.2
sardinha,2024,municipal,lata,4.72,5.76,3.86,9.6,20,2.5
sardinha,2025,municipal,lata,4.89,5.25,3.36,9.25,20,2.8
sardinha,2026,municipal,lata,4.55,4.82,4.5,5.25,5,1.2
seringa,2019,estadual,unidade,0.45,0.95,0.2,2.81,43,14.4
seringa,2019,federal,unidade,0.45,1.12,0.14,3.49,27,24.9
seringa,2019,municipal,unidade,0.32,0.59,0.26,2.75,13,10.6
seringa,2020,estadual,unidade,0.45,0.74,0.18,3.5,88,19.4
seringa,2020,federal,unidade,0.74,1.28,0.17,3.85,18,22.6
seringa,2020,municipal,unidade,0.39,1.0,0.2,3.33,45,16.6
seringa,2021,estadual,unidade,0.55,0.87,0.27,2.89,109,10.7
seringa,2021,federal,unidade,0.34,0.64,0.19,2.4,15,12.6
seringa,2021,municipal,unidade,0.51,1.45,0.2,4.33,55,21.9
seringa,2022,estadual,unidade,0.5,0.84,0.19,3.25,84,17.1
seringa,2022,federal,unidade,0.7,1.24,0.17,4.25,29,25.0
seringa,2022,municipal,unidade,0.37,0.68,0.16,3.24,104,20.2
seringa,2023,estadual,unidade,0.75,1.13,0.21,3.97,53,19.1
seringa,2023,municipal,unidade,0.22,0.33,0.12,2.17,419,18.1
seringa,2024,estadual,unidade,0.34,0.77,0.14,2.59,64,17.9
seringa,2024,federal,unidade,0.3,0.6,0.12,1.67,15,13.9
seringa,2024,municipal,unidade,0.22,0.36,0.12,2.19,245,18.2
seringa,2025,estadual,unidade,0.28,0.33,0.12,1.49,21,12.2
seringa,2025,federal,unidade,0.44,0.65,0.19,2.81,19,14.8
seringa,2025,municipal,unidade,0.21,0.27,0.11,1.98,484,18.0
seringa,2026,municipal,unidade,0.25,0.28,0.13,1.37,128,10.5
sertralina,2019,estadual,unidade,0.34,0.48,0.15,0.95,10,6.4
sertralina,2020,estadual,unidade,0.45,0.53,0.13,0.98,15,7.3
sertralina,2020,municipal,unidade,0.21,0.23,0.12,0.37,3,3.0
sertralina,2021,estadual,unidade,0.55,0.5,0.13,0.83,9,6.4
sertralina,2021,municipal,unidade,0.12,0.14,0.12,0.18,6,1.5
sertralina,2022,estadual,unidade,0.81,0.89,0.18,1.99,12,11.2
sertralina,2022,municipal,unidade,0.14,0.19,0.1,0.47,9,4.7
sertralina,2023,estadual,unidade,1.1,1.17,0.16,1.99,7,12.8
sertralina,2023,municipal,unidade,0.12,0.18,0.11,0.52,29,4.8
sertralina,2024,estadual,unidade,0.22,0.24,0.12,0.53,5,4.4
sertralina,2024,municipal,unidade,0.12,0.14,0.09,0.42,33,4.7
sertralina,2025,estadual,unidade,1.51,1.36,0.09,2.47,3,27.3
sertralina,2025,municipal,unidade,0.09,0.1,0.08,0.26,29,3.1
sertralina,2026,municipal,unidade,0.1,0.18,0.08,0.73,15,8.6
shampoo,2019,estadual,litro,39.53,33.04,16.03,48.68,5,3.0
shampoo,2020,estadual,litro,23.47,23.14,5.2,40.43,4,7.8
shampoo,2020,municipal,litro,31.38,31.38,21.77,41.0,4,1.9
shampoo,2021,estadual,litro,12.89,15.08,5.16,41.33,8,8.0
shampoo,2021,municipal,litro,47.7,45.31,38.15,47.7,4,1.3
shampoo,2022,estadual,litro,9.54,8.98,5.27,10.84,6,2.1
shampoo,2022,municipal,litro,25.0,22.5,10.0,36.24,27,3.6
shampoo,2023,estadual,litro,25.95,26.25,6.7,46.4,4,6.9
shampoo,2023,municipal,litro,33.27,31.21,6.6,59.15,52,9.0
shampoo,2024,estadual,litro,11.97,12.56,7.6,18.1,3,2.4
shampoo,2024,municipal,litro,23.31,27.45,5.16,58.7,36,11.4
shampoo,2025,municipal,litro,29.57,27.42,4.7,47.75,43,10.2
shampoo,2026,municipal,litro,21.16,26.39,15.38,45.25,20,2.9
sinvastatina,2019,estadual,unidade,0.12,0.76,0.09,2.84,7,30.9
sinvastatina,2020,estadual,unidade,0.11,0.12,0.06,0.24,11,3.9
sinvastatina,2020,municipal,unidade,0.07,0.08,0.05,0.15,8,2.8
sinvastatina,2021,estadual,unidade,0.14,0.83,0.08,2.98,12,37.5
sinvastatina,2021,municipal,unidade,0.05,0.08,0.05,0.13,9,2.4
sinvastatina,2022,estadual,unidade,1.51,1.51,0.21,2.8,4,13.7
sinvastatina,2022,municipal,unidade,0.1,0.11,0.07,0.14,20,2.0
sinvastatina,2023,estadual,unidade,0.47,1.13,0.12,3.08,8,25.2
sinvastatina,2023,municipal,unidade,0.08,0.1,0.07,0.15,49,2.2
sinvastatina,2024,estadual,unidade,0.14,1.07,0.07,3.4,10,47.3
sinvastatina,2024,municipal,unidade,0.08,0.1,0.06,0.15,54,2.5
sinvastatina,2025,estadual,unidade,0.15,0.15,0.1,0.19,4,1.8
sinvastatina,2025,municipal,unidade,0.06,0.07,0.05,0.11,49,2.3
sinvastatina,2026,municipal,unidade,0.05,0.06,0.05,0.1,17,2.2
soro_fisiologico,2019,estadual,litro,22.2,24.41,16.2,34.0,7,2.1
soro_fisiologico,2020,estadual,litro,25.0,22.16,7.96,39.0,14,4.9
soro_fisiologico,2021,estadual,litro,12.0,15.54,4.35,30.0,13,6.9
soro_fisiologico,2022,estadual,litro,33.04,28.78,4.81,35.67,6,7.4
soro_fisiologico,2022,municipal,litro,26.0,24.34,10.26,33.0,8,3.2
soro_fisiologico,2023,estadual,litro,14.48,22.3,12.95,39.46,3,3.0
soro_fisiologico,2023,municipal,litro,14.94,15.24,4.6,36.0,67,7.8
soro_fisiologico,2024,estadual,litro,26.02,23.88,9.92,35.71,6,3.6
soro_fisiologico,2024,municipal,litro,16.44,18.86,4.6,34.67,61,7.5
soro_fisiologico,2025,municipal,litro,13.9,16.72,4.1,34.0,39,8.3
soro_fisiologico,2026,municipal,litro,12.44,14.7,6.4,28.1,15,4.4
suco,2019,estadual,litro,9.25,13.42,5.3,29.0,7,5.5
suco,2019,federal,litro,4.99,6.33,2.88,13.0,29,4.5
suco,2019,municipal,litro,8.63,7.86,4.48,8.88,8,2.0
suco,2020,estadual,litro,4.5,5.78,4.5,8.75,18,1.9
suco,2020,federal,litro,5.27,5.17,3.0,9.0,23,3.0
