fonte,produto,ano,cidade,preco_padrao,unidade_padrao,fonte_conversao,descricao
municipal,tinta_latex,2022,São Mateus,13.93,litro,heuristica,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS"
municipal,arroz,2022,Aracruz,4.9,kg,heuristica,"MARMITEX, EM EMBALAGEM Nº 9 DE ALUMÍNIO OU SIMILAR DE ISOPOR, ACOMPANHADA DE TALHERES DESCARTÁVEIS (GARFO E FACA) E GUAR"
municipal,torneira,2022,Vila Velha,348.91,unidade,unitario,"Torneira de parede cromada, marcas de referência Fabrimar (linha prática, ref.1157) , Deca ou Docol"
municipal,ar_condicionado,2022,Vitória,1700.0,unidade,unitario,"LOCAÇÃO VEÍCULO TIPO PASSEIO HATCH LOCAÇÃO, Tipo: Passeio, Veículo: HATCH, cor branca ou prata, 05 lugares (01 motorista"
municipal,dipirona,2022,Barra de São Francisco,2.1,unidade,unitario,DIPIRONA SÓDICA 500MG/ML DIPIRONA SÓDICA 500MG/ML- SOL. INJETÁVEL - AMPOLA2ML
municipal,ventilador,2022,Barra de São Francisco,259.5,unidade,unitario,"VENTILADOR DE TETO Ventilador de Teto ¬ -  Ventilador de parede de 60cm diâmetro no mínimo, bivolt. Grade aço na cor pre"
municipal,tubo_pvc,2022,São Mateus,7.99,metro,unitario,7170100190 - ASSENTAMENTO DE TUBO PVC EB-644 DN 150
municipal,suco,2022,Aracruz,9.86,litro,descricao,"SUCO INTEGRAL, ADOÇADO, SABOR UVA, 01 LITRO, EMBALAGEM LONGA VIDA C/ DADOS DE IDENTIFICAÇÃO PRODUTO E MARCA DO FABRICANT"
municipal,arroz,2022,Nova Venécia,4.08,kg,descricao,"ARROZ TIPO 1 Arroz tipo 1. Agulhinha, Polido, acondicionado em embalagem resistente de polietileno atóxico, contendo 5 K"
municipal,chuchu,2022,Marataízes,2.5,kg,unidade_declarada,"CHUCHU CHUCHU. VARIEDADE: LISO. TAMANHO MÉDIO, COM CARACTERÍSTICAS ÍNTEGRAS E DE PRIMEIRA QUALIDADE; COLORAÇÃO VERDE CLA"
